year,country,"literacy rate, adult total (% of people ages 15 and above)","primary completion rate, total (% of relevant age group)","school enrollment, secondary (% gross)",gdp per capita (current us$),"access to electricity, rural (% of rural population)",poverty headcount ratio at $6.85 a day (2017 ppp) (% of population),individuals using the internet (% of population)
2006,BTN,,70.7833633422852,46.4466590881348,1405.6071618158,42.0,,4.52
2007,BTN,,73.3303527832031,50.2341995239258,1850.41570433398,58.9,62.3,5.92
2008,BTN,,79.4484100341797,53.492000579834,1919.59774896395,52.3,,6.55
2009,BTN,,82.0710601806641,58.5107192993164,1918.39599211093,57.7,,7.17
2010,BTN,,89.7733459472656,62.8563690185547,2435.57980661188,59.4,,13.6
2011,BTN,,92.8496627807617,66.87548828125,2787.97967689425,72.1,,14.4
2012,BTN,55.0,102.197418212891,71.9950332641602,2751.21288653263,86.9,44.9,15.6
2013,BTN,,98.1294708251953,76.5527572631836,2679.95217216983,80.3,,22.4
2014,BTN,,96.3531799316406,84.0441970825195,2849.49998659935,86.4,,30.3
2015,BTN,,94.7904281616211,85.1941909790039,2954.04081973327,92.6,,39.8
2016,BTN,,96.6217575073242,85.6835174560547,3152.30905081592,99.0,,46.5
2017,BTN,67.0,94.9668121337891,86.6147003173828,3435.28804814561,96.8,39.5,54.3
2018,BTN,,84.5854797363281,87.5288467407227,3400.20417159422,99.9,,63.5
2019,BTN,,75.7329788208008,,3576.87987077877,100.0,,74.2
2020,BTN,,82.713996887207,,3191.66907031782,100.0,,76.9
2021,BTN,,90.5886001586914,90.8035788154924,3570.61257915864,100.0,,85.6
2022,BTN,72.0999984741211,78.2863311767578,89.9895493944796,3711.32767902157,100.0,8.4,86.3
2023,BTN,,,,,100.0,,88.4
2024,BTN,,,,,,,
1990,BWA,,90.6565704345703,41.4911193847656,2903.15381562611,,,0.0
1991,BWA,69.0,90.9483184814453,49.8405685424805,2938.59442659608,3.97363741103963,,0.0
1992,BWA,,91.2317810058594,48.861141204834,3004.61263362306,1.6322980392337,,
1993,BWA,,90.030647277832,52.6032409667969,2929.43119022452,3.25835695727018,78.3,
1994,BWA,,93.9578475952148,51.0154609680176,2917.25514197806,4.85342418017861,,
1995,BWA,,90.7589721679688,57.1568183898926,3156.18194514079,6.41893134310099,,0.0645
1996,BWA,,92.6652297973633,,3156.26865681161,7.95553274362333,,0.157
1997,BWA,,,,3194.18106145858,9.46555848682613,,0.308
1998,BWA,,91.2708282470703,72.7426986694336,2981.19639702109,10.9490920946759,,0.602
1999,BWA,,88.1155319213867,73.3948211669922,3339.99596033431,12.406704642078,,1.12
2000,BWA,,87.9329528808594,74.5901031494141,3450.81180622992,12.1,,2.9
2001,BWA,,90.7007675170898,73.7836303710938,3206.07123689853,10.4,,3.43
2002,BWA,,92.4310531616211,74.2695465087891,3117.25087183011,6.4,68.6,3.39
2003,BWA,81.0,92.7147903442383,74.746940612793,4230.12326909926,16.4,,3.35
2004,BWA,,92.6690292358398,76.2660369873047,4956.69287735214,17.9,,3.3
2005,BWA,,91.5581970214844,77.1164703369141,5391.07076619634,19.3,,3.26
2006,BWA,,94.1542816162109,78.8533630371094,5291.58379144849,20.7,,4.29
2007,BWA,,90.6586074829102,79.3285827636719,5529.12574632532,21.3,,5.28
2008,BWA,,93.4133224487305,74.5798187255859,5503.07395314313,21.6,,6.25
2009,BWA,,96.555419921875,,5082.93388332404,16.2,60.4,6.15
2010,BWA,,,,6215.73216077919,25.2,,6.0
2011,BWA,,,,7287.38295334919,25.2,,9.0
2012,BWA,,96.5031509399414,,6595.53845015424,25.3,,16.0
2013,BWA,86.8231811523438,95.2251205444336,,6666.91219583487,25.9,,30.0
2014,BWA,,81.8389892578125,,7122.36423421503,26.8,,36.7
2015,BWA,,,,6141.20394726616,26.5,63.5,37.3
2016,BWA,,,,6749.05994339013,28.8,,42.3
2017,BWA,,,,7104.96401088027,31.0,,47.9
2018,BWA,,,,7407.95940141786,29.1,,54.2
2019,BWA,,,,7172.08956480028,27.9,,61.4
2020,BWA,,,,6323.31419156209,26.2,,69.5
2021,BWA,,,70.0183868408203,7808.20623956293,25.0,,78.7
2022,BWA,,90.9643859863281,,8329.04032229144,25.0,,80.4
2023,BWA,,,,7820.23240375076,25.0,,81.4
1990,CAF,,31.1846294403076,12.0012397766113,501.656200636394,,,0.0
1991,CAF,,28.3375091552734,12.0790004730225,464.828283626364,,,
1992,CAF,,22.3714199066162,10.010479927063,461.587303490896,,96.7,
1993,CAF,,,,404.954546941526,,,
1994,CAF,,,,261.260397409459,,,
1995,CAF,,,,333.145863233895,,,
1996,CAF,,,,293.306575328658,,,0.00585
1997,CAF,,,,265.5212823896,,,0.0143
1998,CAF,,,,266.570544600384,,,0.0279
1999,CAF,,,,267.995954011083,,,0.0409
2000,CAF,51.0,,,239.154133726071,,,0.0534
2001,CAF,,,11.0858497619629,237.951702544735,0.8,,0.0785
2002,CAF,,,11.144700050354,248.639290978403,0.9,,0.129
2003,CAF,,,,278.403992150941,1.0,,0.152
2004,CAF,,21.4367904663086,,303.461321152782,1.1,,0.223
2005,CAF,,23.4272594451904,,311.950023138687,1.2,,0.268
2006,CAF,,23.3881797790527,,333.942519903031,,,0.311
2007,CAF,,,,380.887048839475,1.4,,0.376
2008,CAF,,31.3127098083496,,437.24827472489,4.7,92.8,1.0
2009,CAF,,33.8084297180176,12.2354898452759,456.471673898404,1.7,,1.8
2010,CAF,36.7526092529297,35.7396583557129,,476.873786950728,,,2.0
2011,CAF,,36.9948310852051,15.8301095962524,534.057281471636,,,2.2
2012,CAF,,38.5165786743164,15.5503301620483,544.395849142785,0.5,,2.4
2013,CAF,,,,364.36696260838,0.7,,2.5
2014,CAF,,,,409.8504859647,0.8,,2.7
2015,CAF,,,,366.322853938121,1.3,,2.9
2016,CAF,,36.9948997497559,13.6688098907471,387.176203444318,1.7,,3.1
2017,CAF,,48.7285652160645,15.42516040802,432.324025684263,2.1,,4.0
2018,CAF,37.0,,,455.243962859534,2.2,,5.1
2019,CAF,42.4427909851074,,,449.228467602439,1.5,,7.51
2020,CAF,37.4900016784668,,,462.879071294011,1.9,,
2021,CAF,,,,492.263142830507,1.6,96.2,
2022,CAF,,,,467.359825026238,1.6,,
2023,CAF,,,,495.978897153068,2.3,,
1990,CAN,,,100.265762329102,21525.8611387148,100.0,1.7,0.361
1991,CAN,,,101.181831359863,21846.7930471354,100.0,1.7,0.57
1992,CAN,,,101.97875213623,20950.3305287651,100.0,1.5,0.916
1993,CAN,,,103.584381103516,20186.7988782965,100.0,1.7,1.18
1994,CAN,,,104.706901550293,19997.6237373354,100.0,1.2,2.38
1995,CAN,,,104.110939025879,20679.634792669,100.0,1.2,4.16
1996,CAN,,,104.341300964355,21296.9723536904,100.0,1.0,6.76
1997,CAN,,,,21901.5628548392,100.0,1.0,15.1
1998,CAN,,94.7758407592773,104.562110900879,21024.5850687045,100.0,1.2,24.9
1999,CAN,,97.4452896118164,101.859497070312,22315.2466731545,100.0,1.2,36.2
2000,CAN,,98.2629928588867,101.992736816406,24271.0020563821,100.0,1.0,51.3
2001,CAN,,,,23822.096210932,100.0,0.7,60.2
2002,CAN,,,,24256.0192337185,100.0,0.7,61.6
2003,CAN,,,,28301.8645937428,100.0,0.7,64.2
2004,CAN,,,,32145.5412620217,100.0,0.7,66.0
2005,CAN,,,100.25789642334,36383.6600068095,100.0,1.0,71.7
2006,CAN,,,100.439888000488,40504.0370977806,100.0,0.7,72.4
2007,CAN,,,101.266807556152,44660.0838892281,100.0,0.5,73.2
2008,CAN,,,102.266227722168,46710.2526864484,100.0,0.7,76.7
2009,CAN,,,102.963790893555,40874.8831932903,100.0,0.7,80.3
2010,CAN,,,102.496223449707,47560.6666009406,100.0,0.5,80.3
2011,CAN,,,102.817977905273,52223.8588398531,100.0,0.7,83.0
2012,CAN,,,110.901802062988,52670.3447335415,100.0,0.7,83.0
2013,CAN,,,111.519577026367,52638.1187235237,100.0,1.0,85.8
2014,CAN,,,111.855911254883,50960.8431174661,100.0,1.0,87.1
2015,CAN,,,111.930450439453,43594.1941045394,100.0,1.0,90.0
2016,CAN,,,111.770286560059,42314.0615817218,100.0,1.0,91.2
2017,CAN,,,111.802101135254,45129.628116623,100.0,0.7,92.7
2018,CAN,,,111.452972412109,46539.1761570405,100.0,0.7,94.6
2019,CAN,,,110.858299255371,46352.8693445211,100.0,0.7,91.9
2020,CAN,,,110.079071044922,43537.839298904,100.0,,92.3
2021,CAN,,,109.334312438965,52496.8441693242,100.0,,93.9
2022,CAN,,,108.613220214844,55509.393176404,100.0,,94.0
2023,CAN,,,,53431.1857063879,100.0,,94.0
2024,CAN,,,,,,,
1990,CEB,98.3400268554688,95.1264038085938,92.1392822265625,2456.15936108319,100.0,,
1991,CEB,98.4003829956055,93.0810394287109,88.9228820800781,2263.81493587898,100.0,,
1992,CEB,98.4583282470703,93.0566482543945,86.4084777832031,2332.2457967338,100.0,,
1993,CEB,98.5090026855469,93.7419662475586,87.9135131835938,2455.81276164257,100.0,,
1994,CEB,98.5593490600586,94.0644989013672,88.7460174560547,2804.19192564558,100.0,,
1995,CEB,98.6074905395508,92.9965209960938,89.1485595703125,3591.80057200346,100.0,,
1996,CEB,,95.0017929077148,90.3398895263672,3806.96502010381,100.0,,
1997,CEB,,96.3899002075195,91.0029830932617,3756.47878610941,100.0,,
1998,CEB,,96.7123489379883,89.832649230957,4117.28929638001,100.0,,
1999,CEB,,98.0739517211914,90.2479095458984,3997.1322711588,100.0,,
2000,CEB,,97.6737899780273,91.8810806274414,3959.09429252347,96.9835375197857,,
2001,CEB,,100.411499023438,93.7049789428711,4360.49747680825,97.1393056536797,,
2002,CEB,,99.8195114135742,95.392578125,4941.08494540774,97.3120014559388,,
2003,CEB,,99.1738433837891,96.852180480957,5949.7367798729,97.4587238774695,,
2004,CEB,,99.0421524047852,93.5608062744141,7181.26214567993,97.5824732195675,,
2005,CEB,,98.9537582397461,94.5363998413086,8353.57200087818,97.7204168274085,,
2006,CEB,,98.9903717041016,95.9759368896484,9467.80237635982,97.861397829429,,
2007,CEB,,98.1558074951172,95.5907974243164,11997.963219873,98.0091543008102,,
2008,CEB,,97.1382293701172,97.9198989868164,14574.6727793682,98.1376981746525,,
2009,CEB,,97.4944000244141,99.637321472168,12304.59124503,98.3144714513636,,
2010,CEB,,98.1706924438477,100.192092895508,12639.1540363705,98.3613659438853,,
2011,CEB,,98.0892028808594,100.422637939453,14000.1792695253,98.4845839343442,,
2012,CEB,,97.1653213500977,99.4697265625,13107.500121516,98.638083860559,,
2013,CEB,99.2968978881836,96.7779388427734,104.638191223145,13697.2993030016,98.7978353135333,,
2014,CEB,99.3145980834961,96.5301895141602,103.411109924316,14183.715484494,98.9863622648892,,
2015,CEB,99.3322525024414,97.4653167724609,102.259826660156,12568.2965059245,99.2110698430105,,
2016,CEB,99.350212097168,96.6126480102539,101.328056335449,12836.5666338962,99.4005769610558,,
2017,CEB,99.3702087402344,98.6505279541016,101.303939819336,14294.4470174706,99.8149769856459,,
2018,CEB,99.4186782836914,93.9850997924805,101.131561279297,16181.6073703684,99.8584582982664,,
2019,CEB,99.438117980957,93.9134902954102,100.450477600098,16475.161477584,99.9283691423703,,
2020,CEB,99.4565963745117,94.676628112793,102.24365234375,16450.8775088615,99.9735180099029,,
2021,CEB,99.4755935668945,95.4260711669922,101.30696105957,19144.0685537317,99.9780326578137,,
2022,CEB,99.4873504638672,95.4461669921875,100.121192932129,19502.8169309088,99.9831350563668,,
2023,CEB,,95.4857864379883,100.197929382324,22637.7950110942,100.0,,
2024,CEB,,,,,,,
1990,CHE,,51.212158203125,98.9223785400391,39574.5398083788,100.0,,0.596
1991,CHE,,52.7077102661133,99.1365203857422,39544.4946826768,100.0,,1.18
1992,CHE,,53.9017105102539,100.747276306152,40713.6881521435,100.0,1.2,1.75
1993,CHE,,58.6071701049805,100.746276855469,39237.1186558781,100.0,,2.17
1994,CHE,,60.7344589233398,101.712356567383,43091.7770970073,100.0,,2.72
1995,CHE,,,100.889610290527,50113.8321221345,100.0,,3.55
1996,CHE,,73.3475189208984,99.6031265258789,48092.6433036512,100.0,,4.55
1997,CHE,,,,41584.441782159,100.0,,15.1
1998,CHE,,,94.7283401489258,42680.5867322391,100.0,,24.8
1999,CHE,,95.3095321655273,94.7928085327148,41695.6912912021,100.0,,34.0
2000,CHE,,96.8936080932617,94.5499114990234,38865.021939688,100.0,0.5,47.1
2001,CHE,,94.956169128418,94.758171081543,39638.7911061864,100.0,,55.1
2002,CHE,,96.2356033325195,93.588623046875,42458.7384679187,100.0,0.2,61.4
2003,CHE,,95.3054122924805,93.3511962890625,49335.7456291067,100.0,,65.1
2004,CHE,,96.5045394897461,93.2228698730469,54659.4571488233,100.0,0.5,67.8
2005,CHE,,95.3978805541992,93.8099594116211,56242.8933645639,100.0,,70.1
2006,CHE,,96.7452087402344,94.1694793701172,59011.0324592016,100.0,0.4,75.7
2007,CHE,,96.270637512207,95.0716171264648,64989.1553256031,100.0,0.4,77.2
2008,CHE,,97.185546875,95.5135726928711,74175.1927898555,100.0,0.3,79.2
2009,CHE,,96.0933532714844,95.8478317260742,71568.3123885672,100.0,0.2,81.3
2010,CHE,,97.018913269043,96.6068572998047,76531.3729407691,100.0,0.4,83.9
2011,CHE,,96.6746292114258,97.1951599121094,90476.7589651577,100.0,0.1,85.2
2012,CHE,,96.8369369506836,98.3727416992188,85836.2076767359,100.0,0.0,85.2
2013,CHE,,94.0501098632812,101.221382141113,87304.3305813557,100.0,0.1,86.3
2014,CHE,,96.4781188964844,,88724.9909402638,100.0,0.1,83.6
2015,CHE,,96.6313629150391,103.913391113281,83806.4476003837,100.0,0.1,87.5
2016,CHE,,94.9024276733398,104.09513092041,82153.0745447889,100.0,0.1,89.1
2017,CHE,,95.3591537475586,103.900062561035,82254.3769269767,100.0,0.1,89.7
2018,CHE,,94.4237213134766,104.188026428223,85217.3691512274,100.0,0.2,91.8
2019,CHE,,93.5932235717773,104.071113586426,84121.9310304414,100.0,0.2,93.1
2020,CHE,,94.2758178710938,104.211616516113,85897.7843338323,100.0,0.1,94.3
2021,CHE,,95.4812088012695,103.605186462402,93446.4344518943,100.0,,95.6
2022,CHE,,95.063606262207,103.392356872559,93245.7952120851,100.0,,96.5
2023,CHE,,,,99564.710026145,100.0,,97.3
2024,CHE,,,,,,,
1990,CHI,,,,,100.0,,
1991,CHI,,,,,100.0,,
1992,CHI,,,,,100.0,,
1993,CHI,,,,,100.0,,
1994,CHI,,,,,100.0,,
1995,CHI,,,,,100.0,,
1996,CHI,,,,,100.0,,
1997,CHI,,,,,100.0,,
1998,CHI,,,,40472.6653548172,100.0,,
1999,CHI,,,,42443.7199726991,100.0,,
2000,CHI,,,,43479.1940767689,100.0,,
2001,CHI,,,,41873.7406146127,100.0,,
2002,CHI,,,,44459.7318188977,100.0,,
2003,CHI,,,,48570.7796632166,100.0,,
2004,CHI,,,,56259.5344226334,100.0,,
2005,CHI,,,,57647.1188908006,100.0,,
2006,CHI,,,,62745.1006593557,100.0,,
2007,CHI,,,,74139.97799443,100.0,,
2008,CHI,,,,,100.0,,
2009,CHI,,,,57778.5402897274,100.0,,
2010,CHI,,,,56121.6386619052,100.0,,
2011,CHI,,,,60419.2325098421,100.0,,
2012,CHI,,,,58813.9366544241,100.0,,
2013,CHI,,,,59304.8512474695,100.0,,
2014,CHI,,,,64700.7425701916,100.0,,
2015,CHI,,,,61852.0736534587,100.0,,
2016,CHI,,,,55950.1485360363,100.0,,
2017,CHI,,,,55806.5709126142,100.0,,
2018,CHI,,,,60783.3533081111,100.0,,
2019,CHI,,,,60568.1085272721,100.0,,
2020,CHI,,,,56785.9402392525,100.0,,
2021,CHI,,,,66912.1750054447,100.0,,
2022,CHI,,,,67627.3082341446,100.0,,
2023,CHI,,,,74589.1380225191,100.0,,
1990,CHL,,,73.9142990112305,2466.13014237644,59.458310297133,56.0,0.0
1991,CHL,,,91.6012878417969,2770.07964567151,72.6529187893954,,
1992,CHL,94.0,,91.6799011230469,3309.39923858023,71.4397443359869,50.7,0.0365
1993,CHL,,,73.0214462280273,3494.9946093213,74.0618441426621,,0.0718
1994,CHL,,,,3981.39018913528,74.7053747121922,47.1,0.141
1995,CHL,,,,5055.61406223303,75.4195550331526,,0.347
1996,CHL,,,,5333.50438724772,74.1794729751692,41.4,0.683
1997,CHL,,,,5741.95842991193,77.1353797964394,,1.06
1998,CHL,,,79.3335189819336,5419.82417295755,82.9624556298822,38.9,1.66
1999,CHL,,,82.0896224975586,4933.55581516755,79.3576862813837,,4.1
2000,CHL,,,86.9013595581055,5052.99245768719,86.5,41.4,16.6
2001,CHL,,,,4563.5952986689,82.2,,19.1
2002,CHL,96.0,,89.4216384887695,4430.84741157069,83.1,,22.1
2003,CHL,,,90.6209564208984,4773.40177520754,92.8,40.6,25.5
2004,CHL,,,91.0151062011719,6120.59152052304,85.3,,28.2
2005,CHL,,,92.0045623779297,7480.3233099645,86.4,,31.2
2006,CHL,,,91.9973297119141,9318.65655299547,96.4,29.1,34.5
2007,CHL,,,91.5507965087891,10346.4138184533,88.5,,35.9
2008,CHL,,,91.5420074462891,10683.2188772853,89.6,,37.3
2009,CHL,,,89.8597564697266,10098.8017166866,97.7,24.4,41.6
2010,CHL,,,90.99951171875,12632.8704725219,98.3,,45.0
2011,CHL,97.0,95.0724105834961,90.9826202392578,14487.3927827263,97.8,20.9,52.2
2012,CHL,,97.4051208496094,89.5031433105469,15241.9069977366,100.0,,55.1
2013,CHL,96.0,96.9979019165039,99.1520767211914,15683.54863663,100.0,12.5,58.0
2014,CHL,,98.1664199829102,99.8654403686523,14529.6767210362,100.0,,61.1
2015,CHL,97.0,97.77294921875,100.921676635742,13433.9202985339,100.0,9.7,76.6
2016,CHL,,98.3978424072266,101.488136291504,13649.8520455553,100.0,,83.6
2017,CHL,96.0,98.1549530029297,102.294822692871,14879.9086230423,100.0,7.5,82.3
2018,CHL,,98.1518325805664,103.173049926758,15659.4808675628,100.0,,84.9
2019,CHL,,97.4453201293945,104.405769348145,14495.716721687,100.0,,85.0
2020,CHL,,97.9685821533203,103.691688537598,13114.815470545,100.0,9.9,87.5
2021,CHL,,99.2180786132812,106.673522949219,16216.5706467899,100.0,,90.2
2022,CHL,97.1600036621094,100.269378662109,106.068328857422,15451.1319576678,100.0,4.7,93.5
2023,CHL,,,,17067.8136150601,100.0,,94.5
1990,CHN,78.0,106.381492614746,39.0901184082031,317.884673040928,,99.0,0.0
1991,CHN,,100.186096191406,41.6763000488281,333.142145400184,,,
1992,CHN,,93.7192001342773,44.5318794250488,366.460692306116,,,
1993,CHN,,92.2875823974609,46.7970199584961,377.3898394789,,98.1,0.000169
1994,CHN,,87.988151550293,47.0254516601562,473.489916407064,,,0.00117
1995,CHN,,96.9153366088867,48.663631439209,609.604337927454,,,0.00495
1996,CHN,,92.4314270019531,51.8940887451172,709.415888233368,,95.5,0.0131
1997,CHN,,93.2278594970703,54.2526817321777,781.74256121344,,,0.0324
1998,CHN,,,,828.594691043134,,,0.169
1999,CHN,,,58.2373085021973,873.292336318005,,93.1,0.708
2000,CHN,91.0,,59.2292213439941,959.360431369138,94.9,,1.78
2001,CHN,,,62.1108283996582,1053.11231442789,95.4,,2.64
2002,CHN,,,62.8491706848145,1148.51425710711,95.7,87.1,4.6
2003,CHN,,,64.06201171875,1288.63749134336,96.0,,6.2
2004,CHN,,,,1508.66791560781,96.3,,7.3
2005,CHN,,,,1753.41419160544,96.6,78.6,8.52
2006,CHN,,92.4162292480469,74.2114868164062,2099.2194300499,96.9,,10.5
2007,CHN,,96.407600402832,78.3460006713867,2693.95873160283,97.3,,16.0
2008,CHN,,105.020690917969,82.9210891723633,3468.32706307504,97.8,69.3,22.6
2009,CHN,,105.660797119141,88.7780380249023,3832.2274569094,98.3,,28.9
2010,CHN,95.0,104.896789550781,91.5271835327148,4550.47394356715,99.4,62.3,34.3
2011,CHN,,,92.9864196777344,5614.38602225277,99.8,58.7,38.3
2012,CHN,,,93.3106079101562,6300.58217951734,99.9,54.0,42.3
2013,CHN,,,,7020.3860742288,100.0,47.1,45.8
2014,CHN,,,,7636.07434020616,100.0,42.1,47.9
2015,CHN,,,,8016.44559489998,100.0,37.7,50.3
2016,CHN,,,,8094.39016735149,100.0,34.1,53.2
2017,CHN,,,,8817.04560829162,100.0,31.9,54.3
2018,CHN,,,,9905.40638304527,100.0,27.9,59.2
2019,CHN,,,,10143.8602206165,100.0,24.6,64.1
2020,CHN,97.0,,,10408.7195541075,100.0,24.8,70.1
2021,CHN,,,,12617.5051041181,100.0,17.0,73.1
2022,CHN,,,,12662.5826712038,100.0,,75.6
2023,CHN,,,,12614.0617416421,100.0,,77.5
1990,CIV,,39.5466194152832,,885.647842214928,,,0.0
1991,CIV,,42.8022499084473,,827.241889166985,,,
1992,CIV,,39.0321006774902,,844.902223806738,,84.3,
1993,CIV,,40.5020599365234,,804.149657211252,,,
1994,CIV,,40.8618392944336,,581.888468577405,13.5857437129987,,
1995,CIV,,39.9408912658691,,740.4730999133,19.275963754443,86.7,0.0002
1996,CIV,,41.7580490112305,,1170.23622049666,20.160078805271,,0.00841
1997,CIV,,40.2280006408691,,1124.65674867927,21.0525576857507,,0.0188
1998,CIV,36.0,41.4051818847656,,1177.37133815342,21.9540068337895,87.4,0.061
1999,CIV,,44.7158393859863,23.0311298370361,1096.13520587572,20.0588223798653,,0.119
2000,CIV,49.0,42.879810333252,,936.636541348798,23.8,,0.231
2001,CIV,,47.0666313171387,,924.727294962066,24.6,,0.396
2002,CIV,,,,967.815864415991,26.8,86.6,0.498
2003,CIV,,,,1111.17135087887,26.1,,0.759
2004,CIV,,,,1199.82524528546,26.9,,0.849
2005,CIV,,,,1197.74616979415,36.2,,1.04
2006,CIV,,42.7145881652832,,1230.43056838584,34.1,,1.52
2007,CIV,,43.701530456543,,1367.53817722326,29.3,,1.8
2008,CIV,,,,1583.97066701372,35.6,86.6,1.9
2009,CIV,,44.6389198303223,,1540.45393569596,31.0,,2.0
2010,CIV,,,,1553.54887048143,31.9,,2.7
2011,CIV,,51.8445281982422,,1596.62826565998,26.3,,2.9
2012,CIV,40.9816284179688,52.8002891540527,,1546.9460184731,25.8,,4.4
2013,CIV,,51.7815589904785,,1786.15862031324,34.5,,6.6
2014,CIV,44.0,53.1275405883789,38.4756011962891,1991.36539423404,34.3,,10.0
2015,CIV,,58.0733604431152,41.6637382507324,1814.71855088017,39.2,87.9,38.4
2016,CIV,50.039680480957,61.3673782348633,43.8949584960938,1862.59597081287,36.7,,41.2
2017,CIV,,67.6764907836914,46.8549613952637,1964.29930338343,38.4,,43.8
2018,CIV,,70.0334701538086,49.0457992553711,2130.86619381144,40.4,75.6,37.5
2019,CIV,90.0,73.4945068359375,52.2111511230469,2141.76836170115,42.1,,36.3
2020,CIV,,75.5859832763672,54.652530670166,2179.72934832935,43.7,,36.0
2021,CIV,50.0006408691406,73.7053680419922,57.2815093994141,2455.98127641148,45.2,76.4,36.0
2022,CIV,,68.5947036743164,55.0669403076172,2308.70654660366,45.3,,38.4
2023,CIV,,80.2278900146484,66.0276794433594,2530.84659301723,48.0,,40.7
1990,CMR,,56.7356414794922,25.9046897888184,1086.71700937081,,,0.0
1991,CMR,,55.3473510742188,27.4238605499268,1014.82897292999,6.1105153508515,,
1992,CMR,,,28.3093795776367,1005.44897647465,6.91980883714873,,
1993,CMR,,,,1309.93629975506,7.62056580760999,,
1994,CMR,,,27.0932693481445,700.70950185009,8.31513645719024,,
1995,CMR,,,26.0642795562744,832.006674487689,9.00685322398649,,
1996,CMR,,,,826.965322327363,9.69598041803811,90.8,
1997,CMR,,,24.2727298736572,783.251601945462,10.3874733739792,,0.00677
1998,CMR,,,25.0927505493164,798.745621406677,10.1794693504608,,0.0132
1999,CMR,,49.1237907409668,26.5437793731689,796.262649784591,11.7755709034738,,0.129
2000,CMR,68.0,50.3857307434082,27.9761600494385,708.565731625965,9.2,,0.252
2001,CMR,,,32.9529800415039,715.470296470585,13.9,84.0,0.277
2002,CMR,,,28.7471904754639,789.623811072554,13.8,,0.361
2003,CMR,,57.1198310852051,30.2879791259766,988.241276791846,14.3,,0.588
2004,CMR,,59.1431694030762,26.9293994903564,1133.39326749673,19.5,,0.976
2005,CMR,,,27.413049697876,1142.62466252106,15.4,,1.4
2006,CMR,,51.4517784118652,23.8881702423096,1191.45458990968,25.8,,2.03
2007,CMR,71.0,54.8315696716309,32.7429504394531,1325.67248215933,6.4,84.3,2.93
2008,CMR,,71.2364501953125,37.0601005554199,1492.14269801453,17.1,,3.4
2009,CMR,,71.067626953125,40.9297409057617,1461.38999232337,17.7,,3.84
2010,CMR,71.0,72.6221771240234,44.0395081981762,1398.58702025047,16.1,,4.3
2011,CMR,,71.0284576416016,48.9704093933105,1513.96056994878,16.8,,5.0
2012,CMR,,75.0696487426758,52.1736297607422,1449.09874362279,18.3,,7.5
2013,CMR,,,53.9815216064453,1575.92882118897,19.5,,10.0
2014,CMR,,73.6742401123047,58.1796493530273,1649.4433905949,18.8,74.8,16.2
2015,CMR,,74.5130615234375,59.5547103881836,1415.00009710569,21.2,,18.3
2016,CMR,,73.3813705444336,60.4655914306641,1441.7201725688,21.8,,20.6
2017,CMR,,68.2125701904297,50.6370092894312,1496.08951771242,22.4,,23.2
2018,CMR,72.5471267700195,64.431770324707,46.4729476206602,1610.69641591017,26.3,,29.7
2019,CMR,,65.4423599243164,44.4228539826159,1555.22660476477,23.6,,36.5
2020,CMR,78.2300033569336,66.4576873779297,45.259028706221,1555.60370660749,24.2,,41.2
2021,CMR,,68.7343215942383,45.0281105041504,1672.32657340872,24.8,76.0,42.0
2022,CMR,,69.4347381591797,45.143669128418,1604.87726954895,25.0,,41.8
2023,CMR,,71.0805587768555,44.3895797729492,1736.86091073524,26.0,,41.9
1990,COD,,,,254.872656292509,,,0.0
1991,COD,,50.9793090820312,,239.624772790716,,,
1992,COD,,47.2916488647461,22.3551902770996,209.188252592503,,,
1993,COD,,55.0564804077148,24.1221599578857,263.373274463976,,,
1994,COD,,46.9761009216309,25.6489696502686,136.542572473448,,,
1995,COD,,,27.6119899749756,127.008078734668,,,
1996,COD,,,,127.416088396968,,,0.000108
1997,COD,,,,132.323561066627,,,0.000211
1998,COD,,,,131.461348425942,,,0.000413
1999,COD,,33.2521591186523,,96.3192243479286,,,0.00101
2000,COD,,,,377.925421481395,,,0.0059
2001,COD,67.0,,,142.678142604412,,,0.0115
2002,COD,,40.4517211914062,,162.38052907429,,,0.0928
2003,COD,,,,161.491553524396,,,0.135
2004,COD,,,,180.664764963633,,99.7,0.196
2005,COD,,,,203.561668860749,,,0.238
2006,COD,,,,238.417639415512,,,0.296
2007,COD,61.2055511474609,49.5882987976074,34.5101585388184,267.88850879878,1.8,,0.37
2008,COD,,54.5082702636719,36.8209190368652,307.319638606745,,,0.44
2009,COD,,58.5026817321777,38.4405784606934,280.798051526498,,,0.56
2010,COD,,60.315731048584,38.1317481994629,314.53858629844,,,0.72
2011,COD,,62.2785301208496,40.1614418029785,364.714191777632,,,1.2
2012,COD,75.0,67.4500427246094,40.0562782287598,400.059901824342,,97.4,1.68
2013,COD,,66.7713775634766,39.87744140625,431.191528160935,,,2.2
2014,COD,,64.9911422729492,42.7313385009766,458.004541775676,,,3.0
2015,COD,,67.4965896606445,43.8240394592285,467.9145805459,1.0,,3.8
2016,COD,77.0,,,442.310472110228,1.0,,10.1
2017,COD,,,,436.584534687385,1.0,,8.62
2018,COD,73.5530319213867,,,528.256019777898,1.0,,11.7
2019,COD,,,,557.044161335917,1.0,,16.5
2020,COD,,78.7289962768555,,507.521230077872,1.0,97.7,21.6
2021,COD,,82.6475601196289,56.8860206604004,558.034077296358,1.0,,28.4
